,Unnamed: 0,WEEK_START,quote,author,score,country,sentiment,direction
302,1564,2024-04-29,"'We are determined to get a ceasefire that brings the hostages home and to get it now, and the only reason that that wouldn't be achieved is because of Hamas.'",Antony Blinken,0.0,USA,0.5,0
303,1565,2024-04-29,"'On Rafah itself - our position is clear, it has not changed, it won't change. We cannot, will not support a major military operation in Rafah absent an effective plan making sure that civilians are not harmed. We have not seen such a plan.'",Antony Blinken,0.0,USA,-0.5,0
304,1566,2024-05-13,'There was an urgent need to restore the full operational capacity of the two Rafah and Kerem Shalom crossings to make sure humanitarian assistance got into southern Gaza.',Antony Blinken,0.0,USA,0.5,0
305,1567,2024-04-08,'We are devoted to the defence of Israel. We will support Israel. We will help defend Israel and Iran will not succeed.',Joe Biden,1.0,USA,1.0,1
306,1568,2023-12-25,'Last week US Secretary of State Anthony Blinken called on Israel to lower the intensity of its strikes to limit harm done to civilians.',Anthony Blinken,0.0,USA,-1.0,0
307,1569,2024-05-06,'The conflict in Gaza… has led to a lot of painful reflection for many of us who count ourselves as strong supporters of Israel but are also very concerned about suffering and the humanitarian conditions.',Democratic Senator Chris Coons,0.0,USA,0.5,0
308,1570,2024-05-06,"'They will and should fight with modern weapons systems that they have developed in many cases jointly with us, that are provided in many cases by us.'",Democratic Senator Chris Coons,1.0,USA,1.0,1
309,1571,2024-05-06,'But they should do it in a way that minimises civilian casualties.',Democratic Senator Chris Coons,0.0,USA,0.0,0
310,1572,2024-02-05,"'I believe this will give more leverage [to Biden] to ensure all recipients of US military assistance, including the Netanyahu government, will abide by international humanitarian law and cooperate more in the delivery of humanitarian assistance'",Senator Chris Van Hollen,0.0,USA,1.0,0
311,1573,2024-09-02,'The pair also discussed the need to reach a ceasefire in Gaza that secures the release of hostages and lays the groundwork for durable peace.',US State Department,0.0,USA,0.5,0
312,1574,2023-10-09,"'We can and will stand by Israel, even as we stand by Ukraine.'",US Defence Secretary Lloyd Austin,1.0,USA,1.0,1
313,1575,2023-12-18,'(Israel) has most of the world supporting it. But they're starting to lose that support by the indiscriminate bombing that takes place.',Joe Biden,-0.5,USA,-0.5,-1
314,1576,2024-02-26,'people in Gaza are starving and has urged Israel to significantly increase the flow of aid there',Kamala Harris,-1.0,USA,-1.0,-1
315,1577,2024-02-26,'there must be an immediate ceasefire for at least the next six weeks',Kamala Harris,0.0,USA,-1.0,0
316,1578,2024-02-26,"'What we are seeing every day in Gaza is devastating. We have seen reports of families eating leaves or animal feed, women giving birth to malnourished babies with little or no medical care, and children dying from malnutrition and dehydration'",Kamala Harris,-1.0,USA,-1.0,-1
317,1579,2024-02-26,"'there is a deal on the table and as we have said, Hamas needs to agree to that deal. Let's get a ceasefire. Let's reunite the hostages with their families, and let's provide immediate relief to the people of Gaza'",Kamala Harris,0.0,USA,1.0,0
318,1580,2024-02-26,'the Israeli government must do more to significantly increase the flow of aid. No excuses',Kamala Harris,0.0,USA,0.5,0
319,1581,2024-02-26,'Hamas is a brutal terrorist organisation that has vowed to repeat October 7th again and again until Israel is annihilated. Hamas has shown no regard for innocent life',Kamala Harris,1.0,USA,-1.0,1
320,1582,2024-02-05,"'Secretary of State Anthony Blinken said there was still a lot of work to be done to reach a permanent ceasefire, but stressed the importance of reaching a lasting peace.'",Secretary of State Anthony Blinken,0.0,USA,0.5,0
321,1583,2024-02-05,"'Mr Blinken called it an incredibly powerful path which would pave the way to the rebuilding of Gaza, a reformed Palestinian Authority and eventually a Palestinian state, as well as a normalisation of relations between Saudi Arabia and Israel.'",Secretary of State Anthony Blinken,0.0,USA,1.0,0
322,1584,2024-04-15,'The US had made it clear to Israel that it seeks to avoid a wider conflict',John Kirby,0.0,USA,-0.5,0
323,1585,2024-04-15,'Aid for Israel should be passed without delay',Mick Mulroy,1.0,USA,-1.0,1
324,1586,2024-04-15,'Israel should take the win.',Joe Biden,1.0,USA,1.0,1
325,1587,2024-09-02,'They [Hamas] murdered entire families in the deadliest massacre of Jews since the Holocaust.',Merrick Garland,1.0,USA,-1.0,1
326,1588,2024-09-02,"'We are investigating Hersh’s murder, and each and every one of Hamas’ brutal murders of Americans, as an act of terrorism.'",Merrick Garland,1.0,USA,-1.0,1
327,1589,2024-09-02,"'Make no mistake, Hamas leaders will pay for these crimes.'",Joe Biden,1.0,USA,1.0,1
328,1590,2024-09-23,"'A diplomatic solution is still possible. In fact, remains the only path to lasting security.'",Joe Biden,0.0,USA,0.5,0
329,1591,2024-09-23,'Full scale war is not in anyone’s interest.',Joe Biden,0.0,USA,-1.0,0
330,1592,2023-10-09,'Israel is facing existential threat. Any funding for Ukraine should be redirected to Israel immediately.',Josh Hawley,1.0,USA,-1.0,1
331,1593,2023-10-09,"'There is no justification for this violence, and innocent people on both sides will suffer hugely because of it.'",Bernie Sanders,0.0,USA,-1.0,0
332,1594,2023-11-27,'The US is determined to secure the release of every person taken hostage by Hamas during its brutal terrorist assault on Israel on October 7.',President Joe Biden,1.0,USA,1.0,1
333,1595,2023-11-27,'The deal has delivered meaningful results. Nearly 100 hostages have been returned to their loved ones. And the United States has led the international community to use this pause to accelerate the delivery of additional humanitarian assistance into Gaza.',President Joe Biden,0.0,USA,1.0,0
334,1596,2024-04-29,'the time is now for a deal to bring about a ceasefire in Gaza and free the remaining hostages held there',Antony Blinken,0.0,USA,0.5,0
335,1597,2024-01-15,"'We want governance in Gaza that's representative of the aspirations of the Palestinian people, that they have a vote and a voice in what that looks like and that there's no reoccupation of Gaza.'",John Kirby,-0.5,USA,0.5,-1
336,1598,2023-12-11,'Israel is starting to lose global support over its indiscriminate bombing of the enclave.',President Joe Biden,-1.0,USA,-1.0,-1
337,1599,2023-12-11,'This government in Israel is making it very difficult.',President Joe Biden,-1.0,USA,-1.0,-1
338,1600,2023-12-11,'Our support for Israel is not diminished.',White House security spokesman John Kirby,0.5,USA,0.5,1
339,1601,2023-12-11,"'We have had concerns and we have expressed those concerns about the prosecution of this military campaign, even while acknowledging that it's Hamas that started this.'",White House security spokesman John Kirby,1.0,USA,1.0,1
340,1602,2023-12-11,'It's reflective of our constant efforts to urge the Israelis to be as precise and careful as possible.',White House security spokesman John Kirby,1.0,USA,1.0,1
341,1603,2025-02-03,"'Developing war-torn land like a Trump golf resort isn't a peace plan, it's an insult.'",Democratic Congressman Troy Carter,-1.0,USA,-1.0,-1
342,1604,2023-10-09,'Israel must operate by the rules of war',Joe Biden,0.0,USA,1.0,0
343,1605,2023-10-16,'We cannot and do not discount the possibility that Hamas or other foreign terrorist organisations could exploit the conflict to call on their supporters to conduct attacks on our own soil.',Chris Wray,1.0,USA,-1.0,1
344,1606,2023-12-11,'Israel risked replacing a tactical victory with a strategic defeat if it did not sufficiently protect civilians in Gaza.',Defence Secretary Lloyd Austin,0.5,USA,-0.5,1
345,1607,2023-12-04,"'During a visit to Israel on Thursday while the fighting was paused, US Secretary of State Antony Blinken said he had told Israeli leaders that they had to put in place humanitarian civilian protection plans that minimize further casualties of innocent Palestinians.'",Antony Blinken,0.0,USA,-1.0,0
346,1608,2023-12-11,"'Israel's security can rest on the United States, but right now it has more than the United States. It has the European Union, it has Europe, it has most of the world. But they're starting to lose that support by indiscriminate bombing that takes place.'",Joe Biden,-0.5,USA,-0.5,-1
347,1609,2023-12-11,'This is the most conservative government in Israel's history. This government in Israel is making it very difficult for him. They don't want a two-state solution.',Joe Biden,-1.0,USA,-1.0,-1
348,1610,2023-12-11,'There was a gap between pledges by Israeli authorities to spare civilians in Gaza and the reality on the ground.',Antony Blinken,-0.5,USA,-0.5,-1
349,1611,2024-10-14,'The United States has accused Israel of refusing or impeding up to 90% of aid to northern Gaza in the last month - and threatened to cut arms shipments unless there is change.',[U.S. government statement],-1.0,USA,-1.0,-1
350,1612,2024-09-30,'US Defence Secretary Lloyd Austin released a statement saying he agreed with Israel on the “necessity of dismantling [Hezbollah] attack infrastructure along the border”.',Lloyd Austin,1.0,USA,-1.0,1
351,1613,2024-09-30,'Mr Austin also reiterated that “diplomatic resolution is required” to ensure the safety of civilians “on both sides of the border”.',Lloyd Austin,0.0,USA,0.5,0
352,1614,2024-04-01,"'The United States has repeatedly urged Israel to deconflict their military operations against Hamas with humanitarian operations, in order to avoid civilian casualties'",Joe Biden,0.0,USA,-1.0,0
353,1615,2024-03-18,"'It risks killing more civilians, it risks wreaking greater havoc with the provision of humanitarian assistance, it risks further isolating Israel around the world and jeopardising its long term security and standing.'",Antony Blinken,0.0,USA,-0.5,0
354,1616,2024-03-18,'100% of the population in Gaza is at severe levels of acute food insecurity. That's the first time an entire population has been so classified.',Antony Blinken,-1.0,USA,-1.0,-1
355,1617,2024-08-19,"'On Tuesday evening, a senior US administration official criticised the prime minister for making what they called “maximalist statements” that were “not constructive to getting a ceasefire deal across the finish line”.'",senior US administration official,0.0,USA,-1.0,0
356,1618,2024-09-09,"'No-one should be shot and killed for attending a protest, no-one should have to put their life at risk just for freely expressing their views.'",Antony Blinken,-1.0,USA,-1.0,-1
357,1619,2024-07-22,"'That includes “on humanitarian issues and to articulate that this fight isn’t with the Palestinian people, it’s with Hamas.'",Thomas Nides,1.0,USA,-1.0,1
358,1620,2024-07-22,"'That’s a stance more likely to include restrictions on weapons, on munitions from the United States for use in Gaza.'",Mick Mulroy,-0.5,USA,-0.5,-1
359,1621,2024-04-08,"'US Secretary of State Antony Blinken has spoken to the foreign ministers of China, Saudi Arabia and Turkey to argue that further escalation is not in anyone's interest.'",Antony Blinken,0.0,USA,-1.0,0
360,1622,2024-04-08,"'Israel was meeting its commitment to open up additional vehicle crossings to Gaza for aid, but it was not enough and the US was continuing to press Israeli officials to do more.'",John Kirby,0.5,USA,-0.5,1
361,1623,2024-03-18,'Gaza's two million people are experiencing severe levels of acute food insecurity.',Antony Blinken,-1.0,USA,-1.0,-1
362,1624,2024-03-18,"'According to the most respected measure of these things, 100% of the population in Gaza is at severe levels of acute food insecurity. That's the first time an entire population has been so classified.'",Antony Blinken,-1.0,USA,-1.0,-1
363,1625,2024-05-06,"'I've made it clear to Bibi and the war cabinet, they're not going to get our support if in fact they go into these population centres.'",Joe Biden,0.0,USA,0.0,1
364,1626,2024-05-06,"'The argument that somehow we're walking away from Israel, or we're not willing to help them defeat Hamas just doesn't comport with the facts.'",John Kirby,0.5,USA,-0.5,1
365,1627,2024-02-05,"'The brutality of Hamas attacks on Israel, he said, cannot be used to justify brutalising Palestinians. Israelis were dehumanized in the most horrific way on October 7, he told a news conference in Tel Aviv. The hostages have been dehumanised every day since. But that cannot be a license to dehumanise others.'",Antony Blinken,0.0,USA,-1.0,0
366,1628,2024-02-05,"'The overwhelming majority of people in Gaza had nothing to do with the attacks of October 7,' Mr Blinken went on. 'The families in Gaza whose survival depends on deliveries of aid from Israel are just like our families. They're mothers and fathers, sons and daughters, who want to earn a decent living, send their kids to school, have a normal life. That's who they are. That's what they want.'",Antony Blinken,0.0,USA,-0.5,0
367,1629,2024-02-05,"'Mr Lazzarini told me that a major Israeli assault on Rafah would add an additional apocalyptic layer in the Gaza Strip. He said that some 5% of the population - about 100,000 people - had in the last four months either been killed, wounded or had disappeared, most likely dead under the rubble. And then you have the rest of the population now being concentrated almost in the open air in Rafah. And then you conduct a military operation in this place, you can only add an additional disastrous layer of tragedy. And this needs absolutely to be avoided.' - Philippe Lazzarini'The Americans are trying to construct a path to a peaceful future in the Middle East.'",[context about US efforts],-1.0,USA,-1.0,-1
368,1630,2024-08-05,'Far too many civilians had been killed yet again.',Kamala Harris,0.0,USA,-1.0,0
369,1631,2023-10-09,'Israel had a right and duty to respond to the attacks. [Hamas] does not stand for the Palestinian people's right to dignity and self-determination.',President Joe Biden,1.0,USA,-1.0,1
370,1632,2023-10-30,"'We all understand that we not only have an interest, but a responsibility to do everything we can to chart a better path forward together.'",Antony Blinken,0.0,USA,1.0,0
371,1633,2023-11-27,'The humanitarian situation in Gaza was perilous.',Wendy Chamberlain,-1.0,USA,-1.0,-1
372,1634,2024-04-08,"'Widespread famine in Gaza would accelerate violence, and it will have the effect of ensuring that there's a long-term conflict.'",US Defense Secretary Lloyd Austin,0.0,USA,0.5,0
373,1635,2023-12-11,'Israel was starting to lose support around the world because of indiscriminate bombing in Gaza.',President Biden,-1.0,USA,-1.0,-1
374,1636,2023-12-11,'Israelis can't say no to a Palestinian state.',President Biden,-1.0,USA,-1.0,-1
375,1637,2024-05-06,"'Now here we are, not 75 years later, but just seven and a half months later, and people are already forgetting ... that Hamas unleashed this terror. I have not forgotten, nor have you. And we will not forget.'",President Joe Biden,1.0,USA,-1.0,1
376,1638,2024-05-06,'It is reasonable to assess that those arms have been used in ways inconsistent with Israel's obligations',US State Department,-1.0,USA,-1.0,-1
377,1639,2024-08-05,'I also stressed the importance of concluding a ceasefire deal in Gaza that releases the hostages.',Lloyd Austin,0.0,USA,0.5,0
378,1640,2024-04-08,'helped Israel take down nearly all the drones and missiles launched by Iran',Joe Biden,1.0,USA,1.0,1
379,1641,2024-04-08,'I've just spoken with Prime Minister [Benjamin] Netanyahu to reaffirm America's ironclad commitment to the security of Israel',Joe Biden,1.0,USA,1.0,1
380,1642,2024-04-08,'Israel demonstrated a remarkable capacity to defend against and defeat even unprecedented attacks',Joe Biden,1.0,USA,1.0,1
381,1643,2024-03-25,"'It's not about trying to use some sort of power dynamics here with our good friend and ally, Israel. It's about helping them defend themselves. We still have Israel's back. As you and I are speaking, we are still providing tools, capabilities, and weapons systems so that Israel can defend itself against what we agree is still a viable threat [from] Hamas.'",John Kirby,0.5,USA,0.5,1
382,1644,2024-02-12,'Israeli operations in Rafah should not proceed without a credible plan for ensuring the safety of civilians.',Joe Biden,0.0,USA,-1.0,0
383,1645,2024-02-12,'The US was working on a ceasefire deal lasting at least six weeks.',Joe Biden,0.0,USA,-1.0,0
384,1646,2024-02-12,'US President Joe Biden has warned Israel that civilians must be protected.',Joe Biden,0.0,USA,-1.0,0
385,1647,2024-03-11,'President Biden said a whole lot more has to be done in Gaza',President Joe Biden,0.0,USA,-1.0,0
386,1648,2024-04-01,"'Humanitarian aid workers must be protected as they deliver aid that is desperately needed, and we urge Israel to swiftly investigate what happened.'","Adrienne Watson, White House National Security Council spokesperson",0.0,USA,0.5,0
387,1649,2024-04-01,'US support for Israel's self-defence remains iron-clad. The United States isn't going to walk away from helping Israel defend itself.',John Kirby,1.0,USA,-1.0,1
388,1650,2024-04-01,"'That said, you can say all that and... still believe that the manner in which they're defending themselves against the Hamas threat needs to change.'",John Kirby,0.0,USA,0.0,1
389,1651,2024-04-01,"'I would vote to condition aid to Israel if Mr Netanyahu launched his long-threatened offensive on Rafah, where 1.5 million displaced Palestinians are camped, and made no provision for civilians or for humanitarian aid.'",Chris Coons,-1.0,USA,-1.0,-1
390,1652,2024-04-01,'The challenge is to make it clear that we support the Israeli people... but that the tactics by which the current prime minister is making these decisions don't reflect the best values of Israel or of the United States.',Chris Coons,0.0,USA,0.0,1
391,1653,2024-04-01,'I've been a strong supporter of Israel the whole time I've served in Congress.',Chris Coons,1.0,USA,1.0,1
392,1654,2024-04-01,"'Israel's promised investigation into the strike must be swift, it must bring accountability, and its findings must be made public.'",Joe Biden,0.0,USA,1.0,0
393,1655,2024-04-01,'Simply expressing your deep concern over the terrible tragedy... quite frankly is insufficient. I welcome the shift in tone by President Biden. I think he's deeply troubled by this but I'm not sure Benjamin Netanyahu will be moved by words. President Biden has leverage and he ought to use that leverage.',Jim McGovern,0.0,USA,-0.5,0
394,1656,2023-11-27,"'Mr Blinken repeated his insistence that Israel act in accordance with international humanitarian law and the laws of war, even when confronting a terrorist group that respects neither.'",Antony Blinken,1.0,USA,-1.0,1
395,1657,2023-11-27,"'It means avoiding further significant displacement of civilians inside of Gaza. It means avoiding damage to life-critical infrastructure, like hospitals, like power stations, like water facilities.'",Antony Blinken,0.0,USA,0.5,0
396,1658,2024-01-22,"'We call on Israel to conduct a full, thorough and transparent investigation into his killing.'",John Kirby,0.0,USA,1.0,0
397,1659,2024-04-22,'An unsanctioned mob had created an environment that is unsafe for Jewish students and faculty.',Elise Stefanik,1.0,USA,-1.0,1
398,1660,2024-04-22,'There was complete justification for speaking out about the growing humanitarian crisis there and the impact on civilians of Israel's bombardment was almost unforgiveable.',Nancy Pelosi,-0.5,USA,-0.5,-1
399,1661,2024-04-22,'We would like to see some of that enthusiasm recognise Hamas as a terrorist organisation that did a barbaric thing in Israel.',Nancy Pelosi,0.5,USA,-0.5,1
400,1662,2024-04-22,'What's happening in Gaza challenges the consciousness of the world.',Nancy Pelosi,-1.0,USA,1.0,-1
401,1663,2025-04-21,"'President Donald Trump, who issued an executive order in January promising to combat antisemitism, described the arrest of a Palestinian activist last month as the first of many to come.'",Donald Trump,1.0,USA,-1.0,1
402,1664,2023-10-16,"'The US and Israel stood for the rule of law, unlike Hamas.'",John Kirby,1.0,USA,-1.0,1
403,1665,2023-10-16,'He thinks it would be a mistake for Israel to occupy Gaza.',[referring to President Biden],-0.5,USA,-0.5,-1
404,1666,2024-01-29,"'The situation in the West Bank - in particular high levels of extremist settler violence, forced displacement of people and villages, and property destruction - has reached intolerable levels and constitutes a serious threat to the peace, security and stability'",Joe Biden,-1.0,USA,-1.0,-1
405,1667,2024-09-30,"'Israel has the right to respond, but they should respond proportionally.'",Joe Biden,0.0,USA,0.0,0
406,1668,2024-05-13,"'On Sunday, US Secretary of State Antony Blinken warned Israel that a full-scale offensive in Rafah might provoke anarchy without eliminating Hamas.'",Antony Blinken,0.0,USA,-1.0,0
407,1669,2024-05-13,'It was important that the Rafah crossing - which Israel seized last week - should open immediately.',John Kirby,-0.5,USA,0.5,-1
408,1670,2023-12-04,'We have underscored to the Israeli government the need to do more to hold accountable extremist settlers who have committed violent attacks against Palestinians in the West Bank.',Antony Blinken,-1.0,USA,-1.0,-1
409,1671,2024-08-05,'officials were working around the clock to prevent an escalation',Secretary of State Antony Blinken,0.0,USA,0.0,0
410,1672,2024-08-19,'Mr Blinken said Israel had accepted a US proposal aimed at bridging the remaining gaps between the warring parties.',Antony Blinken,0.0,USA,-1.0,0
411,1673,2024-06-03,'Because America's relationship with Israel is ironclad and transcends one person or prime minister I joined the request for him to speak.',Chuck Schumer,1.0,USA,-1.0,1
412,1674,2024-06-03,'Mr Biden has recently made public his administration's push for a ceasefire deal that would begin a six-week cessation of hostilities in Gaza.',Joe Biden,0.0,USA,-1.0,0
413,1675,2024-09-30,"'Israel has the right to respond, but they should respond proportionally.'",Joe Biden,0.0,USA,0.0,0
414,1676,2024-05-20,'There was no equivalence between Israel and Hamas.',Joe Biden,1.0,USA,-1.0,1
415,1677,2024-05-20,'It's clear Israel wants to do all it can to ensure civilian protection.',Joe Biden,0.5,USA,0.5,1
416,1678,2024-05-20,'There was no equivalence - none - between Israel and Hamas.',Joe Biden,1.0,USA,-1.0,1
417,1679,2024-05-20,'Target Israel and we will target you... you have been warned.',Republican senators,1.0,USA,-1.0,1
418,1680,2023-10-23,"'We would support humanitarian pauses for stuff getting in, as well as for people getting out, and that includes pushing for fuel to get in and for the restoration of electrical power.'",John Kirby,0.0,USA,0.5,0
419,1681,2023-10-02,"'Israel has a right to defend itself, reiterating that America’s “support for Israel’s security is rock solid and unwavering.”'",President Joe Biden,1.0,USA,-1.0,1
420,1682,2025-02-10,"'As far as I’m concerned, if all of the hostages aren’t returned by Saturday at 12 o’clock – I think it’s an appropriate time – I would say, cancel it and all bets are off and let hell break out.'",US President Donald Trump,1.0,USA,-1.0,1
421,1683,2023-12-18,"'What is striking to me is that even as, again, we hear many countries urging the end to this conflict, which we would all like to see, I hear virtually no one saying – demanding of Hamas that it stop hiding behind civilians, that it lay down its arms, that it surrender. This is over tomorrow if Hamas does that. This would have been over a month ago, six weeks ago, if Hamas had done that. And how could it – how can it be that there are no demands made of the aggressor and only demands made of the victim.'",Antony Blinken,1.0,USA,-1.0,1
422,1684,2024-01-15,"'These statements are irresponsible, they’re inflammatory, and they only make it harder to secure a future of Palestinian-led Gaza with Hamas no longer in control, and with terrorist groups no longer able to threaten Israel’s security'",Secretary of State Antony Blinken,1.0,USA,-1.0,1
423,1685,2024-03-04,'We need a ceasefire.',Joe Biden,0.0,USA,-1.0,0
424,1686,2024-03-04,'There were no excuses for Israel not to allow more aid into Gaza.',Joe Biden,-1.0,USA,-1.0,-1
425,1687,2023-11-27,'I underscored the imperative of the United States that the massive loss of civilian life and displacement of the scale that we saw in northern Gaza not be repeated in the south.',Antony Blinken,0.0,USA,-0.5,0
426,1688,2025-01-13,"'Each time Israel completes its military operations and pulls back, Hamas militants regroup and re-emerge because there’s nothing else to fill the void.'",Antony Blinken,1.0,USA,-1.0,1
427,1689,2024-11-04,"'Qatar had played an invaluable role in helping to mediate a hostage deal last year, following Hamas’ repeated refusal to release even a small number of hostages, including most recently during meetings in Cairo, their continued presence in Doha is no longer viable or acceptable.'",senior American official,1.0,USA,-1.0,1
428,1690,2023-12-18,"'What is striking to me is that even as, again, we hear many countries urging the end to this conflict, which we would all like to see, I hear virtually no one saying – demanding of Hamas that it stop hiding behind civilians, that it lay down its arms, that it surrender. This is over tomorrow if Hamas does that. This would have been over a month ago, six weeks ago, if Hamas had done that. How can it be that there are no demands made of the aggressor and only demands made of the victim.'",Secretary of State Antony Blinken,1.0,USA,-1.0,1
429,1691,2024-01-22,"'The US will not support Israel creating so-called “buffer zones” permanently in Gaza that would effectively reduce the size of the Palestinian territory. When it comes to the permanent status of Gaza going forward, we’ve been clear, we remain clear, about not encroaching on its territory.'",Antony Blinken,-1.0,USA,-1.0,-1
430,1692,2024-01-22,"'I don’t know that it’s time now to be talking about holdups. These are ongoing discussions. I wouldn’t even classify them as negotiations quite at this point. That would give us the opportunity to get all hostages out and more aid in, we would absolutely support a humanitarian pause of longer length than the week we were able to accomplish.'",John Kirby,0.0,USA,1.0,0
431,1693,2024-06-10,"'We await the answer from Hamas in and that will speak volumes about what they want, what they’re looking for, who they’re looking after.'",Antony Blinken,0.5,USA,0.5,1
432,1694,2024-06-10,"'Are they looking after one guy who may be for now safe … I don’t know, 10 stories underground somewhere in Gaza, while the people that he purports to represent continue to suffer in a crossfire of his own making? Or will he do what’s necessary to actually move this to a better place, to help end the suffering of people to help bring real security to Israelis and Palestinians alike.'",Antony Blinken,0.0,USA,-1.0,0
433,1695,2023-10-23,"'You can’t look at what has happened here to mothers or fathers or grandparents, sons, daughters, children, even babies and not scream out for justice – justice must be done – but I caution this, while you feel that rage, don’t be consumed by it. After 9/11, we were enraged in the United States. While we saw justice and got justice, we also made mistakes.'",President Joe Biden,0.0,USA,-1.0,0
434,1696,2024-05-06,"'We still believe that reaching an agreement is the absolute best outcome not only for the hostages, but for the Palestinian people and we’re not going to stop working to that outcome.'",John Kirby,0.0,USA,1.0,0
435,1697,2023-11-27,"'The public messaging on the part of the administration from the president on down is if the Israelis are going to continue this campaign, certainly, for any significant duration, they are going to have to deal with two realities. Number one, you are going to have to not attack locations where there are densely populated civilians. And number two, you are going to have to allow the continued surging of humanitarian assistance for the roughly half to two-thirds of Gazans who have now been displaced from their homes, many of whom are in the location where the Israelis intend to operate.'",Aaron David Miller,0.0,USA,-0.5,0
436,1698,2023-11-27,"'Israel must be more “cautious, more careful, more deliberate and more precise in their targeting,”'",senior US administration official,0.0,USA,0.0,0
437,1699,2023-11-13,"'Israel has clearly stated security objectives and imperatives for post-war Gaza, but so far they have not offered anything like a viable plan for the aftermath'",Frank Lowenstein,0.5,USA,-0.5,1
438,1700,2025-02-24,'I can’t tell you whether or not the cease fire will hold.',US President Donald Trump,0.0,USA,-1.0,0
439,1701,2024-05-13,"'We do not support and will not support an Israeli occupation. We also of course, do not support Hamas governance in Gaza.'",Antony Blinken,0.0,USA,-1.0,0
440,1702,2024-05-13,"'There needs to be a clear and concrete plan, and we look to Israel to come forward with its ideas.'",Antony Blinken,0.0,USA,0.0,1
441,1703,2023-10-02,'The United States stands with the people of Israel in the face of these terrorists assaults. Israel has the right to defend itself and its people full stop.',Joe Biden,1.0,USA,1.0,1
442,1704,2023-11-27,'Our work is ongoing to support some ability to reopen the pause and to have a deal going forward where there will be a pause so that we can get hostages out and get aid in',Kamala Harris,0.0,USA,0.5,0
443,1705,2023-11-27,"'While the US supports Israel’s legitimate military objectives in Gaza, the civilian suffering inside the enclave has been too high'",Kamala Harris,0.0,USA,-0.5,0
444,1706,2023-11-27,"'As Israel defends itself, it matters how'",Kamala Harris,0.5,USA,0.5,1
445,1707,2023-11-27,"'Too many innocent Palestinians have been killed. Frankly, the scale of civilian suffering, and the images and videos coming from Gaza are devastating'",Kamala Harris,-1.0,USA,-1.0,-1
446,1708,2024-04-29,'In this moment the only thing standing between the people of Gaza and a ceasefire is Hamas.',Antony Blinken,1.0,USA,-1.0,1
447,1709,2024-04-29,'They [Hamas] have to decide and they have to decide quickly.',Antony Blinken,0.5,USA,0.5,1
448,1710,2024-04-29,'Our position on Rafah is absolutely the same. We don’t want to see a major ground operation in Rafah.',John Kirby,0.0,USA,-1.0,0
449,1711,2024-07-15,"'There are still gaps to close, but we’re making progress, the trend is positive, and I’m determined to get this deal done and bring an end to this war, which should end now.'",Joe Biden,0.0,USA,0.5,0
450,1712,2024-02-26,'President Joe Biden called for an “immediate ceasefire.”',President Joe Biden,0.0,USA,-1.0,0
451,1713,2024-02-26,"'We’re trying to work out a deal between Israel and Hamas on the hostages being returned and an immediate ceasefire in Gaza for at least the next six weeks and to allow the surge of aid to the Gaza Strip,' Biden said at the White House during a meeting with Italian Prime Minister Giorgia Meloni.'",President Joe Biden,0.0,USA,-1.0,0
452,1714,2024-06-03,"'At this decisive moment, we call on the leaders of Israel as well as Hamas to make whatever final compromises are necessary to close this deal and bring relief to the families of our hostages, as well as those on both sides of this terrible conflict, including the civilian populations.'",joint statement by the United States and 16 other countries,0.0,USA,1.0,0
453,1715,2023-12-11,'I think we have to be balanced about bringing in the outrages against Palestinians.',Rep. Pramila Jayapal,-0.0,USA,0.0,-1
454,1716,2025-01-13,"'The deal we have structured would free the hostages, halt the fighting, provide security to Israel, and allow us to significantly surge humanitarian assistance to the Palestinians who suffered terribly in this war that Hamas started. They have been through hell,'",Joe Biden,0.0,USA,1.0,0
455,1717,2024-08-12,"'Harris said Saturday that “far too many” civilians have been killed in Gaza, saying a deal “needs to get done now.”'",Kamala Harris,0.0,USA,-1.0,0
456,1718,2024-02-26,'The Israel Defense Forces’ conduct has been 'over the top'',Joe Biden,-1.0,USA,1.0,-1
457,1719,2024-02-26,'The military action in Rafah 'should not proceed without a credible and executable plan for ensuring the safety of and support for the civilians'',Joe Biden,0.0,USA,-0.5,0
458,1720,2023-11-13,'This just points out how challenging the military operation is because Hamas has deeply embedded itself within the civilian population.',John Kirby,0.5,USA,0.5,1
459,1721,2024-06-10,'It's time for the haggling to stop and a ceasefire to start. It's as simple as that.',Antony Blinken,0.0,USA,0.5,0
460,1722,2023-12-04,"'“on all of us — government, international organizations, civil society and businesses — to forcefully condemn the sexual violence of Hamas terrorists without equivocation. Without equivocation, without exception.”'",Joe Biden,1.0,USA,1.0,1
461,1723,2023-12-04,"'“Reports of women raped — repeatedly raped — and their bodies being mutilated while still alive — of women’s corpses being desecrated, Hamas terrorists inflicting as much pain and suffering on women and girls as possible and then murdering them. It is appalling,”'",Joe Biden,1.0,USA,-1.0,1
462,1724,2024-02-26,"'What we’re hoping for is much more aggressive than that. And as we’ve said before, we also hope that if we can get that in place, and both sides can abide by it for the course of several weeks, maybe up to six, that maybe that could lead to something more in terms of a better approach to end the conflict writ large.'",John Kirby,0.0,USA,0.0,0
463,1725,2024-02-26,"'It's not about trying to beat the clock to Ramadan. It's about trying to get these two sides to come to closure on a deal that again, would get all those hostages out and get them to get the fighting stopped.'",John Kirby,0.0,USA,-0.5,0
